SwgVyP,https://docs.google.com/presentation/d/e/2PACX-1vTDejJByJILKpdcrG8GFSs0snS_Q6XGzOJ_7Xfds9wE1G44F2d-9NCOdgl6naW0G1OhLChup7UWkmqI/pub?start=false&loop=false&delayms=3000,2018-02-01T09:09:02.459+00:00
Jh5RAL,https://godbolt.org/#z:OYLghAFBqd5TB8IAsQGMD2ATApgUWwEsAXTAJwBoiQIArEARkoBsBDAO1HQFIAmAEL8BlAM6YAruXS4QAciIcSAalEBHCW3K4IilRwkBbAJTKeAdiEAGAILL7y7SSkdlBw8oBUbozwDM1jYWACJyxqzyAKxylBzyVjGY8gDCwsKqktK4Znx%2BjDEk8WHhANYgkVYRcgAsMYYguQB0AGx%2BbQAcjFbmkZHtfLl8sUWUSXIxoiCVhXIJ4XCwaFh4hKQU1LQMQ%2BxcIOQSoiRimTLyAA4SAEbKAGau6praEO4gykR%2BfKYAtP74bx9mSw8Wz2dxeHyGYFBczBKFhKrRYazRLyABKBxU4ikMhyHwKRWM4RQuDYeHItHCLHktUo9SajHM7QAnNUmX4mXxOhzIkiEqN5BMppQZnNKAsoEscARiGQqDR6CA/KxOKBgJhjtjZHIzmx0CU2MBsoY2IooVCbhIOOhlABlDRaHQADzeSlMekBgXsThcymd3kdZphcMpURicWR/LkAHFMBlNbi/PjkYTKMTSbhyRAQzU6g0%2BI1GKy%2BnwrL1mowGe1eSjxmIhSL4eLUBgpatZRsFdVlbsAPp97AarLyd0PB26JQQ0wWT2OXDOciuMHedz%2BQIhYMIsMjMbBONZXE0hsptNkilVGn1PKNKx%2BdpWdrmao9JntZrmPw88N8saC6YE0rlJUVJyIm1aRkmopNogzZYIYZxECwGYdrB8GIeSwDmEMNwISQGaTBAlwjJcihaAAnvI%2BSULBhi4EoADyHAsOREZ4MaXCISMxDaOgJBEAAbrgkwRrgjq4OgEi4RRMR6LgwF8iQ5BEPUybdtwaSCKwRCXJMkDhJgZy8ZgHBCV8dGgViQ6MNmiJfjWjqvl8zTVMowDoNa5iNHwygQG2FC4swyjJJgcEIRm/mmKkgjCBBxSUGUFTnrmTTNM0kQpXwTmMHkVicl2tngXWf4qU2kohWhyHBahGZ7IwuSVNhLC4eQ%2BGERGxEcGRUlUcFNH0YxzF8qxKocSxRDcbxAlCXyIliRJWqUTJckFIpymijsoD7IcmnafAekGUQRkmXREwnLInybmBYybSQ1qMJ5fjXt5vnkLiQyBZVoUvfwHymOihwxceJKnlmiW0g0D05XwjDtJE1RWGy5hZXl24CoVwoEmK0GlVVcq0Chn0gK56Bqph9U4XhtCtXy7WdXIlHUbRJAMUxnG4GxwAjYNY1iRNgkjDN4mSXT0lKLJIwKUpGPrYT6osFpOkg/phnGfIpnmadirWVuEZjPZzQuW5arKB5%2BZWE9Mp%2Bd9SrvWVYVW6YMYA0SQPVSDwEXnmnlZeyKXVL0rIfMjOuo5MRWQVjLa27jED42hIAsNg6AMmTjUUwRREkeQzH0z1jPMwNMRDexWpc%2BN/F88JomC/NIu4UtworVLKogH2PYDnLO26aM%2B2HarZknZqIDVFrl3yAnt2NB5Zs%2BRbX25F2Ns4wepihOjybO%2BmmbZh7V7ww%2BvR%2BDe5jNEypaj7Wodr3MAEJcBoH5T%2BV%2BxcBfC5phjRMhy0OMCyj6lu0SoH6oyPJjZAaBiA3BuB2FgKBJjMHILAhoI8gFyGCEQSBvoHJOQNu5Tyyg%2BKiEcBiCeTR5L/lTC7LeoM6RT26J0O8kQ%2BCRBZIwZoVYUG/ifimO%2B2tvzAPIQJZqB04jVCAA%3D,2018-01-17T19:03:12.045+00:00
vKky2a,https://docs.google.com/presentation/d/e/2PACX-1vQ8JCE_4mc6DI0CQdie0_fGWNelSoyL_88WXz9eTxE6DbNCiH_XxgffnbI-3aoNqhwoNcRY4bX_J8_F/pub?start=false&loop=false&delayms=3000,2017-10-09T13:55:24.917+00:00
97emhC,https://docs.google.com/presentation/d/1a8iH3c0_ZYO2c_QUsrkxAm4sfCBxCkLK6WArJCMImM4/pub?start=false&loop=false&delayms=3000,2017-08-19T01:58:13.234+00:00
upva7s,https://www.quora.com/What-are-the-top-10-things-that-really-are-worth-your-time-I%E2%80%99m-still-young-25-and-I-don%E2%80%99t-have-big-responsibilities-besides-my-job-I-want-to-experiment-and-take-big-risks-without-wasting-time/answer/Lukas-Schwekendiek?share=174262a2,2017-08-12T01:12:38.097+00:00
Ypj6dX,https://docs.google.com/presentation/d/1iYMofQxmAtLX75s1UjF026jooKavJSg1APGQdLeEfCs/pub?start=false&loop=false&delayms=3000,2017-07-28T12:43:38.376+00:00
cgWfsQ,https://docs.google.com/presentation/d/e/2PACX-1vSMjXATnsWil6AAenlveEsrTktSIpq93eay_l7fNYyYlEZIBlPC6yt6SpTv6MmDMdm4kyf-MdPTPM0z/pub?start=false&loop=false&delayms=3000,2017-07-22T02:46:26.351+00:00
szcBWv,https://docs.google.com/presentation/d/1XcmYIgLF8spl4eoGyhExfXHtAY_dfKgAbkrntNE94RE/pub?start=false&loop=false&delayms=3000,2017-07-01T21:23:07.858+00:00
1225zU,https://docs.google.com/presentation/d/1BTc7rYbn_vGgxF8zijaKsntFaGsST_ZjqvwNQwP5Ltk/pub?start=false&loop=false&delayms=3000,2017-06-15T03:10:09.199+00:00
JBk1eg,https://docs.google.com/presentation/d/1M7oJlHrT_CTvLSbLiOZMTRyoT5Z9-_1bsquAM0D4YWE/pub?start=false&loop=false&delayms=3000,2017-06-12T23:51:02.671+00:00
0r2I4p,https://hangouts.google.com/hangouts/_/tg5vki2ubbhxnlxihgltxdhwuau,2017-05-28T20:42:12.597+00:00
Je6FWW,https://lh3.googleusercontent.com/s1pyn8l0QD3KPvppR6kiwOyKvEzVQoUaWGfDkFv1Z7ugeK4idZJdc4pqQTAK4iAWf6noL0N1_k-6GSNTsvtyxjaSIclB-si7KiKkkcSvYNSrFDZEC8UI9f5iEByhI-Ugk1qk0FQu2KW013lSlPrrNxi0ZEJAKj-zwd7dNfYEqYKI1_yrwMzeWed0BxC_JN5XPoJjmqjp6G2WHrqzPtoiSsRB5mgAD4PkwbY0nsW4jzNHHVIEEWSqYnV2Oyp-mwBuRJ_M_AaJ_QCELjKYYLWAVrIMzc7b2RxBgGtymgYCBg2A2nu22OK7uDnJ9vH1tFCVo8_sDxxoD87sXVzBTgfPEK9eCE23Qb1v1MMdIW3tOxcs1If8lYAA_3nCQEj-Mg6Xg1uz4iFinfOK3OTa8pJjjYcp2DPmE73cEPlVjeohuZkPYv24lKfMnBQuLAyP2RKmZspViqbdoqdmsrJ5HLJhIn6CoRAOnqP_-v09ff4z1FhcbYrovhaCxotlDlvTZCWaSm6oG32G-c7mZNu-ruvNiLri8mjnjzFSTiNfgac4uE3Xf92mJvgjURJdMF5E9fBDwAQqY6TjlzgK8S_XIKBUXxK0eHqHI2m536259UrD42n2Q7BUCpVRpg=w872-h654-no,2017-05-24T20:21:55.993+00:00
OSc9yB,https://docs.google.com/presentation/d/1usYxc36RUcQi0bbSWX4y8oyn9O2XhFV-GvNEgR06pmw/pub?start=false&loop=false&delayms=3000,2017-05-19T20:15:43.224+00:00
b9F9qA,https://docs.google.com/presentation/d/1AMmE7FhkZ9N1_IQbI_6sO2ouWTioG4mvReHb6fwx74E/pub?start=false&loop=false&delayms=3000,2017-05-16T22:15:55.908+00:00
k8GNKr,https://docs.google.com/presentation/d/1zmlbZapm54Zm8J_ZQLo-vxYFWT6Z5YeyWhPMtqRpHFQ/pub?start=false&loop=false&delayms=3000,2017-05-03T02:34:55.449+00:00
edKLPS,https://www.slideshare.net/jmcgarr/beyond-the-culture-deck-what-you-dont-already-know-about-netflix,2017-04-26T18:23:23.350+00:00
vWTwSO,https://docs.google.com/presentation/d/1zs1Nyfm5Lbp-oKkzeLCi7S6lpdONemFeLeQvcumKshI/pub?start=false&loop=false&delayms=3000,2017-03-01T23:37:42.280+00:00
iaEg5A,https://docs.google.com/presentation/d/1rWk4QT4J0UhyqcRxrG9TMbRnZg0W8_73D_7dL_zLYpY/pub?start=false&loop=false&delayms=3000,2017-01-14T19:15:55.190+00:00
OvDmKj,https://docs.google.com/presentation/d/1TvPo33JgzDhFZNmdobxhbwalRaNoTejZ07njDGuzbdY/pub?start=false&loop=false&delayms=3000,2016-12-07T20:59:49.867+00:00
zOwdBI,https://docs.google.com/presentation/d/e/2PACX-1vSpBtPy9wcD77d-47PtZktVbxmw7PKUrlQSuox8mfZ_iC58t97JwUTGnMGA0TYw0kS0YE7YwSOtN8dL/pub?start=false&loop=false&delayms=3000,2016-12-01T15:23:54.503+00:00
VhZu85,https://docs.google.com/presentation/d/e/2PACX-1vSyDT8kbaaAvx9NL85vMMg_O-DkGYGlUxJNyzYpnca-xiA1-lBkFWFwg3w34miqDOTEXY6KZaieCFxw/pub?start=false&loop=false&delayms=3000,2016-11-24T16:14:52.415+00:00
8ZnMaz,https://docs.google.com/presentation/d/1Ps92TXTNFKRQddqjrONiiyLWo8r8J5Cdw1HqFh_-Oxc/pub?start=false&loop=false&delayms=3000,2016-11-09T20:33:59.176+00:00
nzhl40,https://docs.google.com/presentation/d/1GAGXpSvpGJmOh7V5V7_18V9cCGS4JS-vh9ZcHIUmulI/pub?start=false&loop=false&delayms=3000,2016-09-04T23:00:27.281+00:00
nrwFp7,https://www.google.com.br/maps/place/Mercadinho+Nova+Cana%C3%A3/@-4.4125931,-40.912467,15z/data=!4m12!1m6!3m5!1s0x0:0x2869be1b440ffe9e!2sMercadinho+Nova+Cana%C3%A3!8m2!3d-4.4125931!4d-40.912467!3m4!1s0x0:0x2869be1b440ffe9e!8m2!3d-4.4125931!4d-40.912467,2016-08-23T17:44:09.319+00:00
Dyx87Z,https://docs.google.com/presentation/d/15o_XqBw501PKo8xodoU3tbQklf_LSpKDjNA0qzPURmw/pub?start=false&loop=false&delayms=3000,2016-07-28T14:32:58.692+00:00
PE7Skr,https://developer.mozilla.org/en-US/Learn/Common_questions/How_does_the_Internet_work,2016-06-26T16:19:52.247+00:00
T8mb55,https://docs.google.com/presentation/d/12gRTCeTw224mSsFgiePGo8LeFPpKRw4JAu0ALtL9clA/pub?start=false&loop=false&delayms=3000,2016-04-22T16:20:43.576+00:00
N0C8pQ,https://docs.google.com/presentation/d/12gRTCeTw224mSsFgiePGo8LeFPpKRw4JAu0ALtL9clA/edit?usp=sharing,2016-04-22T16:17:19.307+00:00
p6arR9,https://docs.google.com/presentation/d/13iBmkmiKOOz3SeRAYYArWj8yLvWABX5u6Rli9IxPZ54/pub?start=false&loop=false&delayms=3000,2016-03-23T17:19:23.859+00:00
0StR8Y,https://docs.google.com/presentation/d/1hQSGtXEdUlihoaGDX9FnS7OECVoebRmHQPhcJPIhC3E/pub?start=false&loop=false&delayms=3000,2016-03-16T22:04:56.967+00:00
9s5mMw,https://docs.google.com/presentation/d/1JhTb2XE4QfaTPK99ei9rd29apSHVYHWj4PRHPPxE6iU/pub?start=false&loop=false&delayms=3000,2016-01-15T18:59:57.769+00:00
zRNiuj,https://docs.google.com/presentation/d/1L-MdoNpjIyYDNfGDq72tYdvj3DiysP6wOxRc817wsNM/pub?start=false&loop=false&delayms=3000&slide=id.p,2016-01-14T16:12:34.604+00:00
MfYSgZ,https://docs.google.com/presentation/d/1ey24Qng5yKAUsEPEPItfG7w_LThI13cij21BByej7IU/pub?start=false&loop=false&delayms=3000,2015-11-27T23:42:53.847+00:00
9jHI6q,https://docs.google.com/presentation/d/1rrPfWXCHP48FoIogeWg5vT4xj2Z10OI0kSOMzremEV4/pub?start=false&loop=false&delayms=3000,2015-10-08T16:31:39.298+00:00
cC36RM,https://docs.google.com/presentation/d/10ELu0Nv_JgIsVpGshMVPQUboZRiDJHOPKPBznZ7Js0k/pub?start=false&loop=false&delayms=3000,2015-10-02T01:48:04.306+00:00
w5Ch9i,https://docs.google.com/presentation/d/1JL8xNI9UyzmbPUp-R0-Ur443IqDSjfxmExkL_ExU74Q/pub?start=false&loop=false&delayms=3000,2015-09-24T04:04:03.967+00:00
PNJjvR,https://docs.google.com/presentation/d/1uqa9GT8T8yqsG0I37ZCPIUcULkxNB40pPb0o1XBiefk/pub?start=false&loop=false&delayms=3000,2015-09-20T23:00:37.481+00:00
1VsC1W,https://docs.google.com/presentation/d/1yR7aEIVJdznAASNvaNW0AjUDmgA5qvOstOHhSP1JLDM/pub?start=false&loop=false&delayms=3000,2015-07-30T19:32:42.141+00:00
aaO5iX,https://docs.google.com/presentation/d/1ibiBodVRMXrX7V3uGMr3iUA9Isnx4SotXbIBQGORZ2I/pub?start=false&loop=false&delayms=3000,2015-07-02T14:20:43.048+00:00
Vro18U,https://docs.google.com/presentation/d/1QEEypwRG3l1z_gC1ICwyRLzaIWr8CiC7__ECK338dYU/pub?start=false&loop=false&delayms=3000,2015-05-05T15:29:36.505+00:00
ah6ltW,https://docs.google.com/presentation/d/1mS30GH0n35v2CQR-V5q0E6PHTwjYTLCAq9YNu5ETqNY/pub?start=false&loop=false&delayms=3000,2015-02-28T18:06:58.401+00:00
V5BT5J,https://docs.google.com/presentation/d/1dQhSN-jQWZ0zhga5ydfjGVpb9POZYumFmIHSZ00ZlEI/pub?start=false&loop=false&delayms=3000,2015-02-04T18:58:05.001+00:00
maps/hY0Rb,http://maps.google.com/?cid=17207579930945251712&hl=en&gl=us,2015-01-16T19:50:18.154+00:00
maps/KoGil,http://maps.google.com/?cid=17207579930945251712&hl=en&gl=us,2015-01-16T19:46:52.023+00:00
RDkuBU,https://docs.google.com/presentation/d/1HmV1Wo_UsiEPHGua4863zRcdNnbQHnJNrOj34iiaOGA/pub?start=false&loop=false&delayms=3000,2015-01-08T18:04:51.863+00:00
Oe9Ym7,https://docs.google.com/forms/d/1hVEHgxP7pZwSfe0Svef1Eeux3KRJh9E955ZhZCXVjU0/viewform,2015-01-04T00:07:41.393+00:00
forms/aBqAx7yMoR,https://docs.google.com/forms/d/1hPgc1VlW6KpaHHFA-tl3HkeNXHJ8CA3eWE2Nh2zWRT8/viewform?c=0&w=1&usp=send_form,2015-01-03T01:37:22.350+00:00
bbYygC,https://docs.google.com/presentation/d/1gZPTkpzx7n5aA8KL3_5epLmJmGwsaxA_YLsKRe89-Ms/pub?start=false&loop=false&delayms=3000,2014-06-24T19:24:46.372+00:00
wfaZ3n,https://docs.google.com/presentation/d/11GaakIHRZvnxkCTRujAa3Z2Q-nNtiDdTxwfFuouA6fk/pub?start=false&loop=false&delayms=3000,2014-03-27T21:30:45.732+00:00
ruXU45,https://docs.google.com/presentation/d/1ud8MbbjMVfUNCMSbGK3PHAd6eN_4L5e_U-rQ6K-FBSw/pub?start=false&loop=false&delayms=3000,2013-09-25T19:59:11.090+00:00
lqTUka,https://github.com/bebraw/jswiki/wiki/Game-Engines,2013-08-24T13:53:44.049+00:00
t5zLEJ,https://docs.google.com/file/d/0B4pYYRLNggnJMDY5ZmY3MzUtOTFmMS00ZmZhLTg1ZmItMTgwZDY5Y2MyNmQx/edit?hl=en,2013-08-23T15:28:33.925+00:00
roKyK,http://www.mdps.blogger.com.br/dedo%20no%20bolo.jpg,2013-07-04T17:59:25.350+00:00
ZZ3lM,http://pothix.com/blog/android/instalando-o-full-throttle-no-motorola-milestone,2011-06-20T21:46:01.452+00:00
KrAKm,http://lmgtfy.com/?q=ultima+vers%C3%A3o+do+ubuntu,2011-01-12T19:05:53.929+00:00
